,Y,X1,X2,X3,X4,X5,X6
0,-0.9991529345328198,-0.9992836545123229,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261
1,-0.9992052225246211,-0.9991529345328198,-0.9992836545123229,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261
2,-0.9993882304959255,-0.9992052225246211,-0.9991529345328198,-0.9992836545123229,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261
3,-0.9993882304959255,-0.9993882304959255,-0.9992052225246211,-0.9991529345328198,-0.9992836545123229,-0.9994143744918261,-0.9994143744918261
4,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255,-0.9992052225246211,-0.9991529345328198,-0.9992836545123229,-0.9994143744918261
5,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255,-0.9992052225246211,-0.9991529345328198,-0.9992836545123229
6,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255,-0.9992052225246211,-0.9991529345328198
7,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255,-0.9992052225246211
8,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255
9,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255
10,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261
11,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261
12,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261
13,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261
14,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
15,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
16,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
17,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
18,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255
19,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255
20,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248
21,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242
22,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248
23,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
24,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
25,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
26,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
27,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
28,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
29,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
30,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255,-0.9993882304959255
31,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9993882304959255
32,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261
33,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261,-0.9994143744918261
34,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261,-0.9994143744918261
35,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9994143744918261
36,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
37,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
38,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255
39,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255
40,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993620865000248
41,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242
42,-0.9993359425041242,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248
43,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255
44,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255,-0.9993882304959255
45,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993620865000248,-0.9993882304959255
46,-0.9992313665205217,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993620865000248
47,-0.9991529345328198,-0.9992313665205217,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242
48,-0.9991529345328198,-0.9991529345328198,-0.9992313665205217,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242
49,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9992313665205217,-0.9993359425041242,-0.9993359425041242,-0.9993359425041242
50,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9992313665205217,-0.9993359425041242,-0.9993359425041242
51,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9992313665205217,-0.9993359425041242
52,-0.9991790785287205,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9992313665205217
53,-0.9992575105164223,-0.9991790785287205,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198
54,-0.9992575105164223,-0.9992575105164223,-0.9991790785287205,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198
55,-0.9992575105164223,-0.9992575105164223,-0.9992575105164223,-0.9991790785287205,-0.9991529345328198,-0.9991529345328198,-0.9991529345328198
