,Y,X1,X2,X3
795,-0.26157381629224874,-0.26244273061038226,-0.26328894108469636,-0.26401366946287474
4442,-0.25355049527598306,-0.25538134549540836,-0.25713111847528025,-0.258827621667016
2291,-0.2615749859326002,-0.27162666689361203,-0.27994416287141954,-0.28626974960510765
4315,-0.26144625629562124,-0.26422364480022087,-0.2672746926450853,-0.2703114507036688
1185,-0.250988315328613,-0.2556353964481346,-0.26047606590506467,-0.2651849069893739
3801,-0.10454675326812035,-0.04003454623922831,0.014217939198660101,0.05125662901852612
3444,-0.2701993985429709,-0.27176011810572476,-0.27234909421055387,-0.27183790903284133
3071,-0.28910898883897995,-0.2809819130143081,-0.2707330508126282,-0.258717306080008
4462,-0.36616310575691025,-0.37163723884121325,-0.37049904370078024,-0.3636635564190446
1375,-0.38327493964979276,-0.3910182189746997,-0.3891957073901444,-0.37346970545996827
203,-0.3624916026352578,-0.3460279097911665,-0.3237123770743766,-0.2962832655741303
3124,-0.3357096658981069,-0.3941310914324603,-0.4421300605054044,-0.47728432498945217
1718,-0.32363670574040837,-0.3278722421194732,-0.32874864686636485,-0.3260663730987775
719,-0.264920754918613,-0.2660591484512418,-0.2672845598183087,-0.268427070187644
2395,-0.3065667980247264,-0.3204747268242931,-0.3288632419608969,-0.3316712568448821
4230,-0.26997670314354705,-0.27022550603043316,-0.2696614181799144,-0.2686171090933527
1482,-0.26184177587986446,-0.2618770177259614,-0.2619297553196336,-0.2619924068851309
4019,-0.26334493786231683,-0.2633227285766022,-0.26331374904359683,-0.26328848776510116
1560,-0.27566674924303647,-0.27816028981922925,-0.28020681017845495,-0.28163618341567176
221,-0.1595899401955928,-0.1377772116468401,-0.1309690497558943,-0.13721850470635422
1438,-0.2296402364336334,-0.21500758595424696,-0.19943866020113665,-0.18247979681301418
2805,-0.10220376825416821,-0.14948710434531864,-0.2087079469804175,-0.27333616095542346
1327,-0.29264984888974954,-0.2918866794381473,-0.2891450353298093,-0.2848511971883484
157,-0.2639769639068289,-0.2640192672077514,-0.2637195450168536,-0.2632574365808792
4792,-0.26334293747009796,-0.2637313401592689,-0.2640997910156131,-0.26445494989505336
2377,-0.253361475415142,-0.25690822475508546,-0.260222691129968,-0.2629170710385318
471,-0.27611368277494,-0.27307666768953065,-0.2706996784096902,-0.2692814162378321
1354,-0.38479948435164046,-0.40575367645598126,-0.41667932128437135,-0.41721960918902423
915,-0.11861511305697892,-0.0998511931371121,-0.09259792869447303,-0.09661801023215377
3709,-0.26531350700118295,-0.26519897714991003,-0.26502116985746527,-0.2647596827765678
1820,-0.26308524504672515,-0.2631413811829991,-0.2632025736577448,-0.26329046671436906
1756,-0.3252869830607845,-0.3298714840353517,-0.3300902167030083,-0.3256499974003405
4689,-0.24364221990590829,-0.24730506692244314,-0.25125128048798406,-0.2551006326553529
3090,-0.25962249924816816,-0.2526074776447149,-0.24846447113272396,-0.2470809333027395
3586,-0.2605507830310425,-0.26046288089592384,-0.26059270598540785,-0.26098290263098256
618,-0.3085346823327032,-0.303070897994716,-0.29585988103884187,-0.2867653203288264
1404,0.5348937390216322,0.27983234737748797,0.00984931430711411,-0.2526250488243966
927,-0.34015974806447735,-0.3519276436694412,-0.3583692194284983,-0.35830380764489433
1898,-0.25303252319892,-0.2598910665627032,-0.2663519781859265,-0.27215960329437194
1596,-0.2622985122217508,-0.26047185130928485,-0.2585563617572957,-0.25678192850721626
2304,-0.2973251521736062,-0.26559330354145094,-0.23845713755906162,-0.21667397106191955
3139,-0.3129210272898191,-0.2576429749232223,-0.19685249973015462,-0.13519815349820807
3896,-0.26283807911614987,-0.26142082508707887,-0.26030471607717554,-0.259661553081467
3674,-0.2637461078565564,-0.26370335146238333,-0.2636426570543825,-0.2636005296125743
1043,-0.2759145692454913,-0.2799049522782273,-0.2836748240868484,-0.2864296112411593
2362,-0.2527954022516449,-0.25256166274610437,-0.25301280111135027,-0.25407343341867816
883,-0.24129495665023648,-0.2535435267261398,-0.2664322671834092,-0.27870688153121725
3314,-0.2629437523616347,-0.26294310655299435,-0.26290639169046315,-0.26286214538782415
3181,0.030076030941560417,0.1361357876215703,0.21679001417131105,0.25612783237231596
3476,-0.18480276930540607,-0.1669197410577007,-0.15538899747734447,-0.1516010484247774
968,-0.34629470778911986,-0.32964200653434217,-0.30402194880844635,-0.2707479511784453
3163,-0.5582366825139781,-0.5562602776334489,-0.5382274177322421,-0.5113629140056823
2930,-0.26298166118573896,-0.2630255598868355,-0.2630708084112997,-0.2631418851497974
2721,-0.2851726730439953,-0.2746564441190791,-0.26211637022880463,-0.24829374637227675
1944,-0.2745944880081931,-0.2704419719798332,-0.2654257068262934,-0.25982949496339325
1381,-0.17072002800543307,-0.2151768918790069,-0.26073455521005584,-0.3020295730004563
976,-0.19583789374693716,-0.22743141817704715,-0.26069922399102186,-0.29323492104957616
1725,-0.2723569554103752,-0.2790869055482905,-0.28700294797801196,-0.2951525904196932
3665,-0.263475400752052,-0.26343934993398144,-0.26340530359969805,-0.2633298054133625
448,-0.23168914961016418,-0.23081535466977643,-0.23198995670789235,-0.2353833259228958
4028,-0.26336751235012956,-0.26337516040271336,-0.26336646773126593,-0.26337507104368796
4273,0.13259226216163444,0.19750748291991682,0.23430080479196413,0.2433676532123732
4777,-0.2614356461484192,-0.26074726168195805,-0.2601613426252162,-0.25971048314443723
773,-0.26344355653432583,-0.26326270282858044,-0.2630873096929439,-0.2629000334614281
